doh.li,rfc8484,616.6,No,No,1131.461,2.96,202.35,283.38,1.00,1.00,1.00,311.56,1.04,1.00,325.16,1.00
doh.li,tls,453.4,No,No,42706.468,6.17,27397.26,283.38,9.47,10.35,13908.21,602.92,1.04,1.00,465.87,20.79
dyn,tcp,92.4,No,No,219.219,2.01,202.35,1.00,1.00,1.00,1.00,6.56,1.04,1.00,1.26,1.00
dyn,udp,0.2,No,No,219.219,2.01,202.35,1.00,1.00,1.00,1.00,6.56,1.04,1.00,1.26,1.00
freedns,udp,156.8,No,No,1517.475,6.02,420.35,312.35,1.00,8.74,191.17,188.66,1.04,1.00,386.13,1.00
freenom,tcp,368.75,No,No,1733.547,8.11,555.45,56.65,8.87,8.74,256.03,405.87,1.04,1.00,430.78,1.00
freenom,udp,184.2,No,No,1947.400,8.11,555.45,270.51,8.87,8.74,256.03,405.87,1.04,1.00,430.78,1.00
google,google,100.6,No,Yes,920.366,2.01,202.35,1.00,1.00,1.00,233.25,10.84,1.04,1.00,465.87,1.00
google,rfc8484,112.4,No,No,911.684,2.96,202.35,1.00,1.00,1.00,233.25,1.21,1.04,1.00,465.87,1.00
google,tcp,13.8,No,No,223.615,1.06,202.35,1.00,1.00,1.00,1.00,11.90,1.04,1.00,1.26,1.00
google,tls,121.8,No,Yes,212.928,1.06,202.35,1.00,1.00,1.00,1.00,1.21,1.04,1.00,1.26,1.00
google,udp,41.4,No,No,225.511,2.96,202.35,1.00,1.00,1.00,1.00,11.90,1.04,1.00,1.26,1.00
he,rfc8484,not available
he,tcp,7.6,No,No,13.668,2.96,1.20,1.00,1.00,1.00,1.00,1.21,1.04,1.00,1.26,1.00
he,udp,4.4,No,No,11.703,1.06,1.20,1.00,1.00,1.00,1.00,1.14,1.04,1.00,1.26,1.00
neustar,tcp,1.4,No,No,213.390,1.06,202.35,1.10,1.00,1.00,1.00,1.32,1.04,1.00,1.51,1.00
neustar,udp,0.6,No,No,213.390,1.06,202.35,1.10,1.00,1.00,1.00,1.32,1.04,1.00,1.51,1.00
nextdns,rfc8484,115.0,No,No,322.157,1.06,137.45,52.61,1.00,1.00,20.93,36.70,1.04,1.00,68.37,1.00
nextdns,tcp,1.0,No,No,40399.233,1.06,202.35,1.00,1.00,574.42,13908.21,1.21,1.04,1.00,25706.94,1.00
nextdns,tls,86.6,No,No,40468.831,1.06,202.35,1.00,1.00,574.42,13908.21,11.90,1.04,1.00,25706.94,59.91
nextdns,udp,0.6,No,No,14864.233,2.96,202.35,1.00,1.00,574.42,13908.21,169.72,1.04,1.00,1.53,1.00
onedns,udp,183.2,Yes,No,3124.801,400.14,524.22,368.21,9.88,9.83,266.58,317.02,381.61,360.66,465.87,20.79
opendns,rfc8484,112.2,No,No,14128.196,2.01,202.35,1.00,8.22,1.00,13908.21,1.11,1.04,1.00,1.26,1.00
opendns,tcp,12.8,No,No,220.481,2.96,202.35,1.00,1.00,1.00,1.00,6.56,1.04,1.00,1.57,1.00
opendns,udp,36.8,No,No,219.376,2.01,202.35,1.00,1.00,1.00,1.00,6.56,1.04,1.00,1.41,1.00
opennic,tcp,41.2,No,No,275.519,1.06,72.54,38.48,1.00,1.00,38.20,73.66,1.04,1.00,46.53,1.00
opennic,udp,19.4,No,No,275.519,1.06,72.54,38.48,1.00,1.00,38.20,73.66,1.04,1.00,46.53,1.00
quad9,rfc8484,128.4,No,No,214.864,2.96,202.35,1.00,1.00,1.00,1.00,1.00,1.04,1.00,1.51,1.00
quad9,tcp,1.2,No,No,215.007,2.96,202.35,1.00,1.00,1.00,1.00,1.14,1.04,1.00,1.51,1.00
quad9,tls,101.6,No,Yes,215.076,2.96,202.35,1.00,1.00,1.00,1.00,1.21,1.04,1.00,1.51,1.00
quad9,udp,0.6,No,No,214.970,2.96,202.35,1.00,1.00,1.00,1.00,1.11,1.04,1.00,1.51,1.00
safedns,tcp,1.0,No,No,213.112,1.06,202.35,1.61,1.00,1.00,1.00,1.04,1.04,1.00,1.00,1.00
safedns,udp,0.8,No,No,213.282,1.06,202.35,1.61,1.00,1.00,1.00,1.04,1.04,1.00,1.17,1.00
twnic,rfc8484,680.4,No,No,1732.219,6.09,417.07,303.48,8.22,8.74,196.71,413.96,1.04,1.00,374.89,1.00
twnic,tcp,1098.2,No,No,1732.219,6.09,417.07,303.48,8.22,8.74,196.71,413.96,1.04,1.00,374.89,1.00
twnic,tls,698.6,No,Yes,1701.584,6.09,417.07,303.48,8.22,8.74,196.71,383.33,1.04,1.00,374.89,1.00
twnic,udp,145.4,No,No,1732.219,6.09,417.07,303.48,8.22,8.74,196.71,413.96,1.04,1.00,374.89,1.00
verisign,tcp,254.2,No,No,303.978,1.06,72.54,57.60,1.00,1.00,38.20,55.06,1.04,1.00,74.47,1.00
verisign,udp,25.6,No,No,366.459,1.06,72.54,57.60,1.00,1.00,38.20,117.54,1.04,1.00,74.47,1.00
yandex,tcp,406.4,No,No,29079.533,7.05,27397.26,285.73,8.22,8.74,248.11,377.64,1.04,260.68,484.05,1.00
yandex,udp,201.4,No,No,1898.528,7.05,475.94,285.73,8.22,8.74,248.11,377.64,1.04,1.00,484.05,1.00
